,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
20300,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20301,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Separated, Craft-repair, Not-in-family, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20302,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20303,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20304,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20305,Middle-Aged, Federal-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20306,Old, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Never-married, Prof-specialty, Own-child, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20307,Middle-Aged, Self-emp-not-inc,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20308,Young, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20309,Old, Federal-gov,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20310,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, <=50K
20311,Middle-Aged, Self-emp-not-inc,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20312,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20313,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Exec-managerial, Own-child, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20314,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20315,Middle-Aged, Private,"<=375,000", 10th,4-8, Divorced, Machine-op-inspct, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20316,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Divorced, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20317,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Divorced, Exec-managerial, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20318,Middle-Aged, Private,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20319,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Divorced, Other-service, Other-relative, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20320,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-spouse-absent, Farming-fishing, Other-relative, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20321,Old,,"<=375,000", Bachelors,12-16, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,20-40hrs, Italy, >50K
20322,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Handlers-cleaners, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20323,Middle-Aged, Federal-gov,"<=375,000", Assoc-acdm,8-12, Never-married, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20324,Old, Private,"<=375,000", Masters,12-16, Divorced, Sales, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20325,Young, Private,"<=375,000", 11th,4-8, Never-married, Transport-moving, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20326,Old, Private,"<=375,000", Bachelors,12-16, Never-married, Machine-op-inspct, Other-relative, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20327,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20328,Old, Private,"<=375,000", Bachelors,12-16, Divorced, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,0-20hrs, Cuba, <=50K
20329,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20330,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Adm-clerical, Other-relative, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20331,Young, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20332,Young, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20333,Old,,"<=375,000", Prof-school,12-16, Married-civ-spouse,, Wife, White, Female,No Gain,No Loss,20-40hrs,, <=50K
20334,Middle-Aged, Private,"<=375,000", Masters,12-16, Never-married, Machine-op-inspct, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20335,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, >50K
20336,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20337,Young, Never-worked,"<=375,000", 11th,4-8, Never-married,, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
20338,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Widowed, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20339,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, Poland, <=50K
20340,Old, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20341,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20342,Middle-Aged, Private,">375,000 and <=750,000", 5th-6th,0-4, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
20343,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20344,Old, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20345,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20346,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Prof-specialty, Husband, Black, Male,No Gain,No Loss,20-40hrs, Jamaica, >50K
20347,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20348,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20349,Middle-Aged, Local-gov,"<=375,000", 7th-8th,0-4, Divorced, Handlers-cleaners, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20350,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20351,Young, Private,"<=375,000", 12th,4-8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20352,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20353,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20354,Young, State-gov,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20355,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, England, >50K
20356,Old, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Not-in-family, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
20357,Middle-Aged, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20358,Middle-Aged, Private,"<=375,000", 9th,4-8, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,No Gain,No Loss,40-60hrs,, <=50K
20359,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Farming-fishing, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20360,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,No Gain,No Loss,40-60hrs, Vietnam, <=50K
20361,Old, Self-emp-inc,"<=375,000", HS-grad,8-12, Never-married, Sales, Own-child, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20362,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20363,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, Scotland, >50K
20364,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Divorced, Exec-managerial, Unmarried, Black, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20365,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, Other, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
20366,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Wife, White, Female,High Gain,No Loss,20-40hrs, United-States, >50K
20367,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, <=50K
20368,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Adm-clerical, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
20369,Middle-Aged, Self-emp-inc,"<=375,000", Bachelors,12-16, Divorced, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20370,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20371,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20372,Middle-Aged, Private,"<=375,000", 9th,4-8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20373,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20374,Young, Self-emp-not-inc,"<=375,000", 11th,4-8, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20375,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20376,Middle-Aged, Self-emp-not-inc,"<=375,000", Prof-school,12-16, Divorced, Prof-specialty, Unmarried, White, Female,Medium Gain,No Loss,40-60hrs, United-States, >50K
20377,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20378,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20379,Old, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20380,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20381,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20382,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
20383,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,No Gain,No Loss,20-40hrs, Philippines, <=50K
20384,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Never-married, Adm-clerical, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20385,Middle-Aged, Local-gov,">375,000 and <=750,000", Assoc-acdm,8-12, Never-married, Adm-clerical, Not-in-family, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
20386,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
20387,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20388,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Divorced, Machine-op-inspct, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20389,Middle-Aged, Self-emp-not-inc,"<=375,000", Assoc-voc,8-12, Never-married, Other-service, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20390,Old, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20391,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
20392,Middle-Aged, Private,"<=375,000", 11th,4-8, Never-married, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20393,Old, Federal-gov,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20394,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20395,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20396,Middle-Aged,,"<=375,000", 12th,4-8, Divorced,, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, Canada, <=50K
20397,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Other-service, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20398,Middle-Aged, Private,"<=375,000", 12th,4-8, Never-married, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, England, <=50K
20399,Old,,"<=375,000", Some-college,8-12, Widowed,, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20400,Young, Private,"<=375,000", HS-grad,8-12, Separated, Sales, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20401,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Separated, Other-service, Unmarried, Black, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20402,Old, Private,"<=375,000", HS-grad,8-12, Separated, Exec-managerial, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20403,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20404,Middle-Aged, Private,"<=375,000", 5th-6th,0-4, Never-married, Farming-fishing, Unmarried, White, Male,No Gain,No Loss,40-60hrs, Guatemala, <=50K
20405,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20406,Young, Private,"<=375,000", Assoc-voc,8-12, Never-married, Craft-repair, Unmarried, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20407,Old, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
20408,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
20409,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20410,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20411,Middle-Aged, Self-emp-not-inc,"<=375,000", Prof-school,12-16, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20412,Old, Self-emp-inc,"<=375,000", 9th,4-8, Divorced, Sales, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
20413,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Never-married, Prof-specialty, Own-child, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
20414,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
20415,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Exec-managerial, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, Jamaica, <=50K
20416,Middle-Aged, Private,"<=375,000", 7th-8th,0-4, Divorced, Machine-op-inspct, Unmarried, White, Female,No Gain,Appreciable Loss,20-40hrs, United-States, <=50K
